Geneid,module,Ensembl,gene_symbol,gene_type
ENSG00000280138.1,Module 1,ENSG00000280138,ENSG00000280138,TEC
ENSG00000235281.3,Module 5,ENSG00000235281,ENSG00000235281,lncRNA
ENSG00000309767.1,Module 4,ENSG00000309767,ENSG00000309767,lncRNA
ENSG00000231340.1,Module 4,ENSG00000231340,ACTG1P10,processed_pseudogene
ENSG00000147606.11,Module 6,ENSG00000147606,SLC26A7,protein_coding
ENSG00000245685.10,Module 1,ENSG00000245685,FRG1-DT,lncRNA
ENSG00000299591.1,Module 3,ENSG00000299591,ITPR3-AS1,lncRNA
ENSG00000290560.2,Module 5,ENSG00000290560,GUSBP3,lncRNA
ENSG00000262155.3,Module 5,ENSG00000262155,LINC02175,lncRNA
ENSG00000295994.1,Module 5,ENSG00000295994,ENSG00000295994,lncRNA
ENSG00000087494.18,Module 6,ENSG00000087494,PTHLH,protein_coding
ENSG00000262165.2,Module 2,ENSG00000262165,C17orf114,protein_coding
ENSG00000230290.2,Module 5,ENSG00000230290,ARMC2-AS1,lncRNA
ENSG00000305951.1,Module 1,ENSG00000305951,ENSG00000305951,lncRNA
ENSG00000241769.7,Module 6,ENSG00000241769,EOLA1-DT,lncRNA
ENSG00000258082.2,Module 4,ENSG00000258082,LINC03108,lncRNA
ENSG00000072163.22,Module 5,ENSG00000072163,LIMS2,protein_coding
ENSG00000010379.18,Module 1,ENSG00000010379,SLC6A13,protein_coding
ENSG00000279281.1,Module 6,ENSG00000279281,ENSG00000279281,TEC
ENSG00000015592.19,Module 2,ENSG00000015592,STMN4,protein_coding
ENSG00000258824.2,Module 6,ENSG00000258824,ENSG00000258824,lncRNA
ENSG00000182022.20,Module 3,ENSG00000182022,CHST15,protein_coding
ENSG00000205277.12,Module 4,ENSG00000205277,MUC12,protein_coding
ENSG00000279168.3,Module 5,ENSG00000279168,ENSG00000279168,lncRNA
ENSG00000296609.1,Module 5,ENSG00000296609,ENSG00000296609,lncRNA
ENSG00000035862.15,Module 5,ENSG00000035862,TIMP2,protein_coding
ENSG00000278743.3,Module 6,ENSG00000278743,ENSG00000278743,lncRNA
ENSG00000171916.19,Module 5,ENSG00000171916,LGALS9C,protein_coding
ENSG00000286707.1,Module 5,ENSG00000286707,ENSG00000286707,lncRNA
ENSG00000265750.1,Module 1,ENSG00000265750,CABYR-AS1,lncRNA
ENSG00000099957.19,Module 5,ENSG00000099957,P2RX6,protein_coding
ENSG00000126010.7,Module 5,ENSG00000126010,GRPR,protein_coding
ENSG00000153904.22,Module 5,ENSG00000153904,DDAH1,protein_coding
ENSG00000236209.1,Module 1,ENSG00000236209,ENSG00000236209,lncRNA
ENSG00000155008.18,Module 5,ENSG00000155008,APOOL,protein_coding
ENSG00000197057.11,Module 4,ENSG00000197057,DTHD1,protein_coding
ENSG00000264695.1,Module 1,ENSG00000264695,ENSG00000264695,lncRNA
ENSG00000197978.11,Module 1,ENSG00000197978,GOLGA6L9,protein_coding
ENSG00000248610.1,Module 6,ENSG00000248610,HSPA8P4,processed_pseudogene
ENSG00000288612.1,Module 1,ENSG00000288612,ENSG00000288612,lncRNA
ENSG00000297941.1,Module 4,ENSG00000297941,ENSG00000297941,lncRNA
ENSG00000198881.11,Module 1,ENSG00000198881,ASB12,protein_coding
ENSG00000129595.15,Module 1,ENSG00000129595,EPB41L4A,protein_coding
ENSG00000247735.2,Module 6,ENSG00000247735,KCTD13-DT,lncRNA
ENSG00000037280.18,Module 5,ENSG00000037280,FLT4,protein_coding
ENSG00000188993.6,Module 6,ENSG00000188993,LRRC66,protein_coding
ENSG00000297566.1,Module 5,ENSG00000297566,ENSG00000297566,lncRNA
ENSG00000261435.2,Module 1,ENSG00000261435,ENSG00000261435,lncRNA
ENSG00000256061.9,Module 1,ENSG00000256061,DNAAF4,protein_coding
ENSG00000290907.1,Module 1,ENSG00000290907,ENSG00000290907,lncRNA
ENSG00000285972.2,Module 1,ENSG00000285972,CERNA2,lncRNA
ENSG00000294732.1,Module 3,ENSG00000294732,ENSG00000294732,lncRNA
ENSG00000136352.21,Module 1,ENSG00000136352,NKX2-1,protein_coding
ENSG00000273542.3,Module 2,ENSG00000273542,H4C12,protein_coding
ENSG00000225614.4,Module 1,ENSG00000225614,ZNF469,protein_coding
ENSG00000295519.1,Module 5,ENSG00000295519,ENSG00000295519,lncRNA
ENSG00000177570.17,Module 1,ENSG00000177570,SAMD12,protein_coding
ENSG00000307069.1,Module 2,ENSG00000307069,ENSG00000307069,lncRNA
ENSG00000186439.18,Module 6,ENSG00000186439,TRDN,protein_coding
ENSG00000230797.3,Module 2,ENSG00000230797,YY2,protein_coding
ENSG00000175746.8,Module 1,ENSG00000175746,LINC02915,lncRNA
ENSG00000086570.13,Module 6,ENSG00000086570,FAT2,protein_coding
ENSG00000230916.2,Module 6,ENSG00000230916,MTCO1P53,processed_pseudogene
ENSG00000307857.1,Module 6,ENSG00000307857,ENSG00000307857,lncRNA
ENSG00000153064.13,Module 1,ENSG00000153064,BANK1,protein_coding
ENSG00000253846.4,Module 1,ENSG00000253846,PCDHGA10,protein_coding
ENSG00000240771.10,Module 1,ENSG00000240771,ARHGEF25,protein_coding
ENSG00000299827.1,Module 6,ENSG00000299827,ENSG00000299827,lncRNA
ENSG00000275198.2,Module 2,ENSG00000275198,LINC02960,lncRNA
ENSG00000290020.2,Module 5,ENSG00000290020,ENSG00000290020,lncRNA
ENSG00000138821.16,Module 5,ENSG00000138821,SLC39A8,protein_coding
ENSG00000141905.21,Module 1,ENSG00000141905,NFIC,protein_coding
ENSG00000164687.13,Module 1,ENSG00000164687,FABP5,protein_coding
ENSG00000180198.19,Module 5,ENSG00000180198,RCC1,protein_coding
ENSG00000123684.15,Module 1,ENSG00000123684,LPGAT1,protein_coding
ENSG00000134954.16,Module 2,ENSG00000134954,ETS1,protein_coding
ENSG00000186469.11,Module 2,ENSG00000186469,GNG2,protein_coding
ENSG00000196743.11,Module 1,ENSG00000196743,GM2A,protein_coding
ENSG00000083799.20,Module 5,ENSG00000083799,CYLD,protein_coding
ENSG00000182704.10,Module 1,ENSG00000182704,TSKU,protein_coding
ENSG00000135723.16,Module 5,ENSG00000135723,FHOD1,protein_coding
ENSG00000072818.14,Module 2,ENSG00000072818,ACAP1,protein_coding
ENSG00000116473.17,Module 5,ENSG00000116473,RAP1A,protein_coding
ENSG00000155189.14,Module 5,ENSG00000155189,AGPAT5,protein_coding
ENSG00000140199.13,Module 1,ENSG00000140199,SLC12A6,protein_coding
ENSG00000004700.18,Module 1,ENSG00000004700,RECQL,protein_coding
ENSG00000109046.17,Module 1,ENSG00000109046,WSB1,protein_coding
ENSG00000115935.21,Module 2,ENSG00000115935,WIPF1,protein_coding
ENSG00000115816.17,Module 5,ENSG00000115816,CEBPZ,protein_coding
ENSG00000110063.12,Module 4,ENSG00000110063,DCPS,protein_coding
ENSG00000106348.21,Module 5,ENSG00000106348,IMPDH1,protein_coding
ENSG00000138031.17,Module 4,ENSG00000138031,ADCY3,protein_coding
ENSG00000158161.18,Module 5,ENSG00000158161,EYA3,protein_coding
ENSG00000233016.10,Module 4,ENSG00000233016,SNHG7,lncRNA
ENSG00000104814.14,Module 1,ENSG00000104814,MAP4K1,protein_coding
ENSG00000127152.18,Module 5,ENSG00000127152,BCL11B,protein_coding
ENSG00000110074.14,Module 5,ENSG00000110074,FOXRED1,protein_coding
ENSG00000152558.17,Module 5,ENSG00000152558,TMEM123,protein_coding
ENSG00000137700.19,Module 4,ENSG00000137700,SLC37A4,protein_coding
ENSG00000139163.18,Module 1,ENSG00000139163,ETNK1,protein_coding
ENSG00000076662.13,Module 2,ENSG00000076662,ICAM3,protein_coding
ENSG00000205339.12,Module 2,ENSG00000205339,IPO7,protein_coding
ENSG00000162413.18,Module 4,ENSG00000162413,KLHL21,protein_coding
ENSG00000123104.13,Module 1,ENSG00000123104,ITPR2,protein_coding
ENSG00000137692.14,Module 2,ENSG00000137692,DCUN1D5,protein_coding
ENSG00000133703.16,Module 6,ENSG00000133703,KRAS,protein_coding
ENSG00000130770.20,Module 2,ENSG00000130770,ATP5IF1,protein_coding
ENSG00000140391.16,Module 1,ENSG00000140391,TSPAN3,protein_coding
ENSG00000228672.4,Module 1,ENSG00000228672,PROB1,protein_coding
ENSG00000148400.15,Module 1,ENSG00000148400,NOTCH1,protein_coding
ENSG00000288722.1,Module 1,ENSG00000288722,F8A1,protein_coding
ENSG00000244509.6,Module 1,ENSG00000244509,APOBEC3C,protein_coding
ENSG00000166012.19,Module 4,ENSG00000166012,TAF1D,protein_coding
ENSG00000139725.9,Module 2,ENSG00000139725,RHOF,protein_coding
ENSG00000009335.21,Module 2,ENSG00000009335,UBE3C,protein_coding
ENSG00000206503.17,Module 1,ENSG00000206503,HLA-A,protein_coding
ENSG00000111912.22,Module 4,ENSG00000111912,NCOA7,protein_coding
ENSG00000196511.17,Module 1,ENSG00000196511,TPK1,protein_coding
ENSG00000135439.14,Module 2,ENSG00000135439,AGAP2,protein_coding
ENSG00000160117.18,Module 2,ENSG00000160117,ANKLE1,protein_coding
ENSG00000006607.16,Module 4,ENSG00000006607,FARP2,protein_coding
ENSG00000150768.20,Module 5,ENSG00000150768,DLAT,protein_coding
ENSG00000169919.19,Module 1,ENSG00000169919,GUSB,protein_coding
ENSG00000137106.20,Module 4,ENSG00000137106,GRHPR,protein_coding
ENSG00000156127.8,Module 2,ENSG00000156127,BATF,protein_coding
ENSG00000197747.11,Module 5,ENSG00000197747,S100A10,protein_coding
ENSG00000119401.13,Module 1,ENSG00000119401,TRIM32,protein_coding
ENSG00000087053.21,Module 4,ENSG00000087053,MTMR2,protein_coding
ENSG00000198856.15,Module 4,ENSG00000198856,OSTC,protein_coding
ENSG00000152601.20,Module 4,ENSG00000152601,MBNL1,protein_coding
ENSG00000149313.13,Module 5,ENSG00000149313,AASDHPPT,protein_coding
ENSG00000083444.19,Module 2,ENSG00000083444,PLOD1,protein_coding
ENSG00000111731.15,Module 1,ENSG00000111731,C2CD5,protein_coding
ENSG00000204370.16,Module 5,ENSG00000204370,SDHD,protein_coding
ENSG00000068024.20,Module 1,ENSG00000068024,HDAC4,protein_coding
ENSG00000151065.16,Module 1,ENSG00000151065,DCP1B,protein_coding
ENSG00000256269.13,Module 4,ENSG00000256269,HMBS,protein_coding
ENSG00000140365.18,Module 1,ENSG00000140365,COMMD4,protein_coding
ENSG00000147324.12,Module 5,ENSG00000147324,MFHAS1,protein_coding
ENSG00000158467.19,Module 2,ENSG00000158467,AHCYL2,protein_coding
ENSG00000266028.10,Module 1,ENSG00000266028,SRGAP2,protein_coding
ENSG00000129353.17,Module 5,ENSG00000129353,SLC44A2,protein_coding
ENSG00000138185.22,Module 2,ENSG00000138185,ENTPD1,protein_coding
ENSG00000156113.26,Module 5,ENSG00000156113,KCNMA1,protein_coding
ENSG00000065809.14,Module 1,ENSG00000065809,FAM107B,protein_coding
ENSG00000171608.20,Module 2,ENSG00000171608,PIK3CD,protein_coding
ENSG00000143322.22,Module 1,ENSG00000143322,ABL2,protein_coding
ENSG00000162736.20,Module 1,ENSG00000162736,NCSTN,protein_coding
ENSG00000132541.13,Module 5,ENSG00000132541,RIDA,protein_coding
ENSG00000161011.22,Module 1,ENSG00000161011,SQSTM1,protein_coding
ENSG00000102879.19,Module 2,ENSG00000102879,CORO1A,protein_coding
ENSG00000075239.17,Module 4,ENSG00000075239,ACAT1,protein_coding
ENSG00000116649.12,Module 5,ENSG00000116649,SRM,protein_coding
ENSG00000271856.2,Module 2,ENSG00000271856,LINC01215,lncRNA
ENSG00000003509.18,Module 4,ENSG00000003509,NDUFAF7,protein_coding
ENSG00000121350.18,Module 1,ENSG00000121350,PYROXD1,protein_coding
ENSG00000099904.18,Module 2,ENSG00000099904,ZDHHC8,protein_coding
ENSG00000149308.20,Module 5,ENSG00000149308,NPAT,protein_coding
ENSG00000254726.3,Module 1,ENSG00000254726,MEX3A,protein_coding
ENSG00000138600.13,Module 1,ENSG00000138600,SPPL2A,protein_coding
ENSG00000163378.15,Module 1,ENSG00000163378,EOGT,protein_coding
ENSG00000111716.16,Module 1,ENSG00000111716,LDHB,protein_coding
ENSG00000170113.18,Module 1,ENSG00000170113,NIPA1,protein_coding
ENSG00000205336.16,Module 1,ENSG00000205336,ADGRG1,protein_coding
ENSG00000254093.11,Module 5,ENSG00000254093,PINX1,protein_coding
ENSG00000160072.22,Module 5,ENSG00000160072,ATAD3B,protein_coding
ENSG00000051523.14,Module 2,ENSG00000051523,CYBA,protein_coding
ENSG00000156398.15,Module 1,ENSG00000156398,SFXN2,protein_coding
ENSG00000176542.11,Module 1,ENSG00000176542,USF3,protein_coding
ENSG00000172830.15,Module 6,ENSG00000172830,SSH3,protein_coding
ENSG00000021574.17,Module 5,ENSG00000021574,SPAST,protein_coding
ENSG00000153487.15,Module 5,ENSG00000153487,ING1,protein_coding
ENSG00000109917.13,Module 5,ENSG00000109917,ZPR1,protein_coding
ENSG00000119280.19,Module 1,ENSG00000119280,C1orf198,protein_coding
ENSG00000105245.11,Module 4,ENSG00000105245,NUMBL,protein_coding
ENSG00000139154.17,Module 1,ENSG00000139154,AEBP2,protein_coding
ENSG00000170322.17,Module 5,ENSG00000170322,NFRKB,protein_coding
ENSG00000084444.16,Module 1,ENSG00000084444,FAM234B,protein_coding
ENSG00000104626.17,Module 5,ENSG00000104626,ERI1,protein_coding
ENSG00000159110.24,Module 1,ENSG00000159110,IFNAR2,protein_coding
ENSG00000088970.18,Module 1,ENSG00000088970,KIZ,protein_coding
ENSG00000151500.17,Module 5,ENSG00000151500,THYN1,protein_coding
ENSG00000131871.17,Module 1,ENSG00000131871,SELENOS,protein_coding
ENSG00000187994.15,Module 2,ENSG00000187994,RINL,protein_coding
ENSG00000290928.2,Module 1,ENSG00000290928,ENSG00000290928,lncRNA
ENSG00000183813.8,Module 4,ENSG00000183813,CCR4,protein_coding
ENSG00000129480.15,Module 4,ENSG00000129480,DTD2,protein_coding
ENSG00000188295.16,Module 1,ENSG00000188295,ZNF669,protein_coding
ENSG00000092964.19,Module 4,ENSG00000092964,DPYSL2,protein_coding
ENSG00000167695.16,Module 2,ENSG00000167695,TLCD3A,protein_coding
ENSG00000024862.20,Module 5,ENSG00000024862,CCDC28A,protein_coding
ENSG00000078246.19,Module 1,ENSG00000078246,TULP3,protein_coding
ENSG00000042286.17,Module 2,ENSG00000042286,AIFM2,protein_coding
ENSG00000111684.13,Module 1,ENSG00000111684,LPCAT3,protein_coding
ENSG00000112773.18,Module 1,ENSG00000112773,TENT5A,protein_coding
ENSG00000158786.6,Module 1,ENSG00000158786,PLA2G2F,protein_coding
ENSG00000188486.4,Module 4,ENSG00000188486,H2AX,protein_coding
ENSG00000115085.18,Module 2,ENSG00000115085,ZAP70,protein_coding
ENSG00000160932.13,Module 5,ENSG00000160932,LY6E,protein_coding
ENSG00000139531.15,Module 1,ENSG00000139531,SUOX,protein_coding
ENSG00000143344.18,Module 1,ENSG00000143344,RGL1,protein_coding
ENSG00000183386.13,Module 5,ENSG00000183386,FHL3,protein_coding
ENSG00000110344.12,Module 4,ENSG00000110344,UBE4A,protein_coding
ENSG00000203995.12,Module 4,ENSG00000203995,ZYG11A,protein_coding
ENSG00000095485.20,Module 1,ENSG00000095485,CWF19L1,protein_coding
ENSG00000111252.13,Module 5,ENSG00000111252,SH2B3,protein_coding
ENSG00000150764.16,Module 5,ENSG00000150764,DIXDC1,protein_coding
ENSG00000179598.7,Module 2,ENSG00000179598,PLD6,protein_coding
ENSG00000140265.16,Module 1,ENSG00000140265,ZSCAN29,protein_coding
ENSG00000135046.17,Module 4,ENSG00000135046,ANXA1,protein_coding
ENSG00000100605.19,Module 2,ENSG00000100605,ITPK1,protein_coding
ENSG00000154309.11,Module 1,ENSG00000154309,DISP1,protein_coding
ENSG00000117602.15,Module 5,ENSG00000117602,RCAN3,protein_coding
ENSG00000149483.15,Module 1,ENSG00000149483,TMEM138,protein_coding
ENSG00000144118.16,Module 4,ENSG00000144118,RALB,protein_coding
ENSG00000106003.14,Module 1,ENSG00000106003,LFNG,protein_coding
ENSG00000141034.12,Module 2,ENSG00000141034,GID4,protein_coding
ENSG00000196422.13,Module 1,ENSG00000196422,PPP1R26,protein_coding
ENSG00000293616.2,Module 1,ENSG00000293616,PCBP1-AS1,lncRNA
ENSG00000117394.26,Module 1,ENSG00000117394,SLC2A1,protein_coding
ENSG00000079819.22,Module 3,ENSG00000079819,EPB41L2,protein_coding
ENSG00000123146.22,Module 4,ENSG00000123146,ADGRE5,protein_coding
ENSG00000213465.10,Module 5,ENSG00000213465,ARL2,protein_coding
ENSG00000213160.12,Module 5,ENSG00000213160,KLHL23,protein_coding
ENSG00000116128.13,Module 1,ENSG00000116128,BCL9,protein_coding
ENSG00000149781.16,Module 2,ENSG00000149781,FERMT3,protein_coding
ENSG00000155393.16,Module 5,ENSG00000155393,HEATR3,protein_coding
ENSG00000100478.19,Module 5,ENSG00000100478,AP4S1,protein_coding
ENSG00000136111.16,Module 2,ENSG00000136111,TBC1D4,protein_coding
ENSG00000118242.18,Module 5,ENSG00000118242,MREG,protein_coding
ENSG00000101347.13,Module 1,ENSG00000101347,SAMHD1,protein_coding
ENSG00000197989.16,Module 4,ENSG00000197989,SNHG12,lncRNA
ENSG00000148219.20,Module 1,ENSG00000148219,ASTN2,protein_coding
ENSG00000141837.24,Module 1,ENSG00000141837,CACNA1A,protein_coding
ENSG00000076043.13,Module 5,ENSG00000076043,REXO2,protein_coding
ENSG00000100342.24,Module 5,ENSG00000100342,APOL1,protein_coding
ENSG00000159314.15,Module 2,ENSG00000159314,ARHGAP27,protein_coding
ENSG00000126264.12,Module 2,ENSG00000126264,HCST,protein_coding
ENSG00000196208.16,Module 6,ENSG00000196208,GREB1,protein_coding
ENSG00000060642.14,Module 4,ENSG00000060642,PIGV,protein_coding
ENSG00000090924.17,Module 1,ENSG00000090924,PLEKHG2,protein_coding
ENSG00000027697.18,Module 5,ENSG00000027697,IFNGR1,protein_coding
ENSG00000188215.12,Module 1,ENSG00000188215,DCUN1D3,protein_coding
ENSG00000099875.18,Module 4,ENSG00000099875,MKNK2,protein_coding
ENSG00000118503.20,Module 4,ENSG00000118503,TNFAIP3,protein_coding
ENSG00000137720.9,Module 5,ENSG00000137720,CFAP68,protein_coding
ENSG00000122691.14,Module 1,ENSG00000122691,TWIST1,protein_coding
ENSG00000120696.9,Module 2,ENSG00000120696,KBTBD7,protein_coding
ENSG00000134590.14,Module 2,ENSG00000134590,RTL8C,protein_coding
ENSG00000182108.12,Module 2,ENSG00000182108,DEXI,protein_coding
ENSG00000205707.13,Module 1,ENSG00000205707,ETFRF1,protein_coding
ENSG00000236790.8,Module 1,ENSG00000236790,LINC00299,lncRNA
ENSG00000044090.15,Module 1,ENSG00000044090,CUL7,protein_coding
ENSG00000099284.16,Module 1,ENSG00000099284,MACROH2A2,protein_coding
ENSG00000123240.19,Module 1,ENSG00000123240,OPTN,protein_coding
ENSG00000157870.19,Module 5,ENSG00000157870,PRXL2B,protein_coding
ENSG00000168234.16,Module 4,ENSG00000168234,TTC39C,protein_coding
ENSG00000172728.18,Module 2,ENSG00000172728,POFUT3,protein_coding
ENSG00000104450.15,Module 1,ENSG00000104450,SPAG1,protein_coding
ENSG00000173614.16,Module 4,ENSG00000173614,NMNAT1,protein_coding
ENSG00000179750.17,Module 1,ENSG00000179750,APOBEC3B,protein_coding
ENSG00000153029.18,Module 1,ENSG00000153029,MR1,protein_coding
ENSG00000152409.12,Module 2,ENSG00000152409,JMY,protein_coding
ENSG00000168806.8,Module 1,ENSG00000168806,LCMT2,protein_coding
ENSG00000248092.9,Module 2,ENSG00000248092,NNT-AS1,lncRNA
ENSG00000178199.15,Module 5,ENSG00000178199,ZC3H12D,protein_coding
ENSG00000110330.12,Module 5,ENSG00000110330,BIRC2,protein_coding
ENSG00000198331.13,Module 5,ENSG00000198331,HYLS1,protein_coding
ENSG00000111145.10,Module 1,ENSG00000111145,ELK3,protein_coding
ENSG00000164010.17,Module 1,ENSG00000164010,ERMAP,protein_coding
ENSG00000198945.10,Module 1,ENSG00000198945,L3MBTL3,protein_coding
ENSG00000101871.19,Module 1,ENSG00000101871,MID1,protein_coding
ENSG00000140030.8,Module 2,ENSG00000140030,GPR65,protein_coding
ENSG00000181450.19,Module 1,ENSG00000181450,ZNF678,protein_coding
ENSG00000123552.20,Module 5,ENSG00000123552,USP45,protein_coding
ENSG00000122971.11,Module 2,ENSG00000122971,ACADS,protein_coding
ENSG00000123595.10,Module 2,ENSG00000123595,RAB9A,protein_coding
ENSG00000115267.11,Module 4,ENSG00000115267,IFIH1,protein_coding
ENSG00000144040.15,Module 1,ENSG00000144040,SFXN5,protein_coding
ENSG00000160326.16,Module 2,ENSG00000160326,SLC2A6,protein_coding
ENSG00000185614.9,Module 1,ENSG00000185614,INKA1,protein_coding
ENSG00000143315.8,Module 1,ENSG00000143315,PIGM,protein_coding
ENSG00000109501.17,Module 1,ENSG00000109501,WFS1,protein_coding
ENSG00000176105.16,Module 4,ENSG00000176105,YES1,protein_coding
ENSG00000147251.18,Module 5,ENSG00000147251,DOCK11,protein_coding
ENSG00000166347.21,Module 2,ENSG00000166347,CYB5A,protein_coding
ENSG00000136114.19,Module 1,ENSG00000136114,THSD1,protein_coding
ENSG00000106537.10,Module 1,ENSG00000106537,TSPAN13,protein_coding
ENSG00000173041.14,Module 1,ENSG00000173041,ZNF680,protein_coding
ENSG00000179456.14,Module 6,ENSG00000179456,ZBTB18,protein_coding
ENSG00000168615.15,Module 4,ENSG00000168615,ADAM9,protein_coding
ENSG00000291102.2,Module 1,ENSG00000291102,GUSBP1,lncRNA
ENSG00000110042.9,Module 1,ENSG00000110042,DTX4,protein_coding
ENSG00000134352.23,Module 1,ENSG00000134352,IL6ST,protein_coding
ENSG00000196418.15,Module 1,ENSG00000196418,ZNF124,protein_coding
ENSG00000160781.19,Module 1,ENSG00000160781,PAQR6,protein_coding
ENSG00000127946.19,Module 6,ENSG00000127946,HIP1,protein_coding
ENSG00000151883.22,Module 3,ENSG00000151883,PARP8,protein_coding
ENSG00000133710.18,Module 1,ENSG00000133710,SPINK5,protein_coding
ENSG00000198771.13,Module 1,ENSG00000198771,RCSD1,protein_coding
ENSG00000144559.13,Module 2,ENSG00000144559,TAMM41,protein_coding
ENSG00000205309.16,Module 5,ENSG00000205309,NT5M,protein_coding
ENSG00000182158.18,Module 2,ENSG00000182158,CREB3L2,protein_coding
ENSG00000165959.14,Module 1,ENSG00000165959,CLMN,protein_coding
ENSG00000126882.15,Module 2,ENSG00000126882,FAM78A,protein_coding
ENSG00000064547.16,Module 1,ENSG00000064547,LPAR2,protein_coding
ENSG00000125170.13,Module 5,ENSG00000125170,DOK4,protein_coding
ENSG00000293476.1,Module 3,ENSG00000293476,ENSG00000293476,lncRNA
ENSG00000170379.22,Module 4,ENSG00000170379,TCAF2,protein_coding
ENSG00000152926.19,Module 1,ENSG00000152926,ZNF117,protein_coding
ENSG00000165275.12,Module 5,ENSG00000165275,TRMT10B,protein_coding
ENSG00000155542.14,Module 2,ENSG00000155542,SETD9,protein_coding
ENSG00000134242.18,Module 5,ENSG00000134242,PTPN22,protein_coding
ENSG00000254682.3,Module 5,ENSG00000254682,DHCR7-DT,lncRNA
ENSG00000164938.16,Module 1,ENSG00000164938,TP53INP1,protein_coding
ENSG00000108798.11,Module 5,ENSG00000108798,ABI3,protein_coding
ENSG00000198821.14,Module 2,ENSG00000198821,CD247,protein_coding
ENSG00000279369.1,Module 3,ENSG00000279369,ENSG00000279369,TEC
ENSG00000196154.14,Module 2,ENSG00000196154,S100A4,protein_coding
ENSG00000157557.15,Module 2,ENSG00000157557,ETS2,protein_coding
ENSG00000145088.11,Module 1,ENSG00000145088,EAF2,protein_coding
ENSG00000112394.20,Module 5,ENSG00000112394,SLC16A10,protein_coding
ENSG00000203875.14,Module 2,ENSG00000203875,SNHG5,lncRNA
ENSG00000308602.1,Module 1,ENSG00000308602,OVOS1B,lncRNA
ENSG00000221955.13,Module 1,ENSG00000221955,SLC12A8,protein_coding
ENSG00000168779.21,Module 1,ENSG00000168779,SHOX2,protein_coding
ENSG00000293106.2,Module 5,ENSG00000293106,RPL23AP7,lncRNA
ENSG00000156042.20,Module 1,ENSG00000156042,CFAP70,protein_coding
ENSG00000137760.17,Module 5,ENSG00000137760,ALKBH8,protein_coding
ENSG00000204386.15,Module 3,ENSG00000204386,NEU1,protein_coding
ENSG00000212864.6,Module 1,ENSG00000212864,RNF208,protein_coding
ENSG00000177106.19,Module 4,ENSG00000177106,EPS8L2,protein_coding
ENSG00000138002.18,Module 1,ENSG00000138002,IFT172,protein_coding
ENSG00000242125.3,Module 4,ENSG00000242125,SNHG3,lncRNA
ENSG00000116701.18,Module 5,ENSG00000116701,NCF2,protein_coding
ENSG00000130363.16,Module 1,ENSG00000130363,RSPH3,protein_coding
ENSG00000140836.18,Module 2,ENSG00000140836,ZFHX3,protein_coding
ENSG00000130940.16,Module 2,ENSG00000130940,CASZ1,protein_coding
ENSG00000165891.18,Module 1,ENSG00000165891,E2F7,protein_coding
ENSG00000259865.1,Module 1,ENSG00000259865,ENSG00000259865,lncRNA
ENSG00000182648.16,Module 2,ENSG00000182648,RNF32-DT,lncRNA
ENSG00000157657.17,Module 1,ENSG00000157657,ZNF618,protein_coding
ENSG00000152767.19,Module 1,ENSG00000152767,FARP1,protein_coding
ENSG00000256043.7,Module 1,ENSG00000256043,CTSO,protein_coding
ENSG00000204934.11,Module 4,ENSG00000204934,ATP6V0E2-AS1,lncRNA
ENSG00000274180.2,Module 1,ENSG00000274180,NATD1,protein_coding
ENSG00000196421.9,Module 2,ENSG00000196421,C20orf204,protein_coding
ENSG00000278834.3,Module 1,ENSG00000278834,ENSG00000278834,lncRNA
ENSG00000160221.20,Module 4,ENSG00000160221,GATD3,protein_coding
ENSG00000260101.3,Module 1,ENSG00000260101,AFTPH-DT,lncRNA
ENSG00000229807.15,Module 1,ENSG00000229807,XIST,lncRNA
ENSG00000146281.8,Module 5,ENSG00000146281,PM20D2,protein_coding
ENSG00000172572.9,Module 1,ENSG00000172572,PDE3A,protein_coding
ENSG00000141668.12,Module 1,ENSG00000141668,CBLN2,protein_coding
ENSG00000161395.15,Module 1,ENSG00000161395,PGAP3,protein_coding
ENSG00000154277.15,Module 1,ENSG00000154277,UCHL1,protein_coding
ENSG00000140545.18,Module 6,ENSG00000140545,MFGE8,protein_coding
ENSG00000215417.15,Module 4,ENSG00000215417,MIR17HG,lncRNA
ENSG00000162620.17,Module 5,ENSG00000162620,LRRIQ3,protein_coding
ENSG00000141540.13,Module 6,ENSG00000141540,TTYH2,protein_coding
ENSG00000196812.8,Module 1,ENSG00000196812,ZSCAN16,protein_coding
ENSG00000077713.21,Module 2,ENSG00000077713,SLC25A43,protein_coding
ENSG00000261087.1,Module 6,ENSG00000261087,ZNNT1,lncRNA
ENSG00000196730.15,Module 1,ENSG00000196730,DAPK1,protein_coding
ENSG00000291122.2,Module 1,ENSG00000291122,CASTOR3P,lncRNA
ENSG00000100485.14,Module 1,ENSG00000100485,SOS2,protein_coding
ENSG00000076067.16,Module 4,ENSG00000076067,RBMS2,protein_coding
ENSG00000198690.12,Module 1,ENSG00000198690,FAN1,protein_coding
ENSG00000105514.10,Module 2,ENSG00000105514,RAB3D,protein_coding
ENSG00000171385.13,Module 1,ENSG00000171385,KCND3,protein_coding
ENSG00000287792.2,Module 1,ENSG00000287792,ENSG00000287792,lncRNA
ENSG00000203950.7,Module 2,ENSG00000203950,RTL8A,protein_coding
ENSG00000140876.13,Module 4,ENSG00000140876,NUDT7,protein_coding
ENSG00000182168.17,Module 1,ENSG00000182168,UNC5C,protein_coding
