Ensembl,ERR186009,ERR567612,ERR567614,ERR567616,ERR567620,ERR650557,ERR650558,ERR650559
ENSG00000100697,3214,12013,13927,19087,9690,14416,11795,10936
ENSG00000100711,144,203,283,304,237,310,263,238
ENSG00000100714,534,961,1298,1162,849,1240,1101,1083
ENSG00000100721,96,0,0,0,0,0,1,3
ENSG00000100722,1332,2451,3333,3264,2628,3392,3095,2682
ENSG00000100726,438,511,765,886,269,1023,598,899
ENSG00000100731,8598,25092,24590,32057,22616,22658,19700,18853
ENSG00000100739,0,0,0,0,0,0,0,0
ENSG00000100744,406,586,731,621,357,827,768,498
ENSG00000100749,1467,2596,2583,3294,1549,2669,2523,2121
ENSG00000100764,1180,2516,2745,3301,1623,2644,2450,2371
ENSG00000100767,63,41,52,34,36,31,29,27
ENSG00000100784,1619,3481,4604,5028,5512,3998,3711,3239
ENSG00000100796,4178,12853,14151,15565,10245,14525,15227,12000
ENSG00000100802,296,592,725,720,402,739,614,601
ENSG00000100804,509,572,657,859,381,819,678,596
ENSG00000100811,4471,8006,8796,10828,6820,10668,9569,8169
ENSG00000100813,3527,9442,11482,12915,8390,12178,11443,10144
ENSG00000100814,560,907,1318,1373,698,1567,1236,1174
ENSG00000100815,1946,4500,6565,5858,3377,5961,5829,4866
ENSG00000100823,1738,1867,2946,3233,1516,3681,2200,2324
ENSG00000100836,1355,2637,2968,3809,1554,3530,3091,3002
ENSG00000100842,1,0,0,0,0,0,0,0
ENSG00000100852,5339,8635,8031,13988,6058,9092,10602,9135
ENSG00000100865,342,464,709,648,374,731,614,564
ENSG00000100867,1,0,5,7,3,2,4,3
ENSG00000100883,775,1901,2485,2800,1616,2439,1860,1943
ENSG00000100884,1,0,0,0,0,0,0,0
ENSG00000100888,3349,7131,8992,9527,6541,9627,9085,8332
ENSG00000100889,170,231,268,347,181,381,248,319
ENSG00000100890,512,1045,1355,1432,924,1366,1075,1153
ENSG00000100897,2169,4215,4654,4909,2615,4872,4632,4144
ENSG00000100902,466,1011,1078,1375,1046,1215,1039,833
ENSG00000100906,6496,4606,5093,8292,3456,7101,7574,4436
ENSG00000100908,78,97,128,188,57,173,157,143
ENSG00000100911,1857,2882,3077,3807,1562,3665,3278,3368
ENSG00000100916,110,244,365,336,248,339,363,278
ENSG00000100918,159,456,577,871,690,698,612,601
ENSG00000100926,63,102,83,115,79,124,112,86
ENSG00000100934,1991,3655,4859,4813,2900,4164,3975,3411
ENSG00000100938,1059,1290,1753,1860,935,1840,1468,1561
ENSG00000100941,3124,9364,11993,14974,4832,12876,10900,11820
ENSG00000100949,461,764,754,853,425,892,768,803
ENSG00000100968,4,2,23,5,0,1,1,0
ENSG00000100979,7,2,13,3,1,0,1,3
ENSG00000100982,1124,1532,1572,2546,1762,2401,1907,1850
ENSG00000100983,617,1013,1223,1210,527,1203,1117,1036
ENSG00000100985,2,8,1,0,0,2,5,2
ENSG00000100987,1,2,1,0,0,0,0,1
ENSG00000100991,1180,3956,4957,5778,3001,5395,4553,4148
ENSG00000100994,1017,1563,2536,2448,1232,2921,2259,2101
ENSG00000100997,427,575,674,759,377,768,889,573
ENSG00000101000,1,10,93,8,4,11,1,4
ENSG00000101003,35,40,72,68,30,35,51,36
ENSG00000101004,59,89,146,136,97,125,265,96
ENSG00000101017,83,85,170,143,78,117,76,75
ENSG00000101019,453,1407,1710,1909,1623,1774,1345,1289
ENSG00000101040,1710,4044,4538,5684,4962,5531,4705,4477
ENSG00000101049,9,33,25,25,22,34,37,35
ENSG00000101052,386,615,728,762,384,802,724,602
ENSG00000101057,35,4,14,31,8,37,6,6
ENSG00000101074,0,0,0,4,1,0,0,1
ENSG00000101076,1,2,4,7,4,4,1,4
ENSG00000101079,1092,1595,1727,1983,1088,2023,1696,1800
ENSG00000101082,980,1498,1563,1835,1032,1822,1689,1774
ENSG00000101084,192,315,360,430,177,488,405,336
ENSG00000101096,1284,1986,2108,2797,3975,4127,2491,2756
ENSG00000101098,0,0,0,0,0,0,0,0
ENSG00000101104,244,656,1077,867,728,957,914,776
ENSG00000101109,16367,29488,33586,42443,26308,36745,29856,30910
ENSG00000101115,0,0,2,0,1,0,0,1
ENSG00000101126,1685,4625,4734,6601,7158,6504,4860,4700
ENSG00000101132,449,626,803,946,371,879,655,717
ENSG00000101134,0,1,6,3,3,1,3,0
ENSG00000101138,818,1518,1598,2407,971,1873,1461,1417
ENSG00000101144,13,17,20,27,25,20,16,25
ENSG00000101146,632,1577,1655,2024,1131,1562,1335,1354
ENSG00000101150,715,1299,1595,1550,798,1613,1585,1452
ENSG00000101152,2657,2851,3216,4153,2059,4030,3391,3235
ENSG00000101158,1220,2687,3056,3332,2033,3479,2880,2630
ENSG00000101160,360,356,335,466,168,398,296,372
ENSG00000101161,2379,4135,7390,5299,3064,5413,4638,6010
ENSG00000101162,399,1,3,2,2,41,1,487
ENSG00000101166,1686,3293,3366,4240,1810,3958,3868,3076
ENSG00000101180,0,0,0,0,0,0,0,0
ENSG00000101181,401,591,770,714,414,816,794,611
ENSG00000101182,1959,3071,3507,3962,1638,3706,3531,3083
ENSG00000101187,6,14,21,22,9,24,20,17
ENSG00000101188,0,0,0,0,6,5,1,0
ENSG00000101189,335,572,580,848,375,900,754,690
ENSG00000101190,282,541,559,658,312,616,712,516
ENSG00000101191,4034,8953,11321,13767,7659,13152,11387,10691
ENSG00000101193,1585,2759,2663,3582,1517,3177,3064,2517
ENSG00000101194,41,126,191,160,91,247,163,150
ENSG00000101197,5,1,0,0,1,4,2,3
ENSG00000101198,0,0,0,0,0,0,0,1
ENSG00000101199,1082,1746,2284,2364,1101,2638,2297,2234
ENSG00000101200,0,0,1,0,0,0,0,1
ENSG00000101203,7,4,9,5,6,4,7,5
ENSG00000101204,0,0,0,0,0,0,0,0
ENSG00000101210,1,16,13,5,8,10,3,4
ENSG00000101213,34,40,42,47,54,40,33,28
ENSG00000101216,1126,1571,1958,2778,1301,2553,2108,2126
ENSG00000101220,221,212,321,366,127,366,327,294
ENSG00000101222,3,0,3,3,2,3,6,6
ENSG00000101224,1704,4006,4902,4699,4287,7342,5362,5010
ENSG00000101230,304,491,588,195,222,590,518,612
ENSG00000101236,242,502,590,732,709,756,535,579
ENSG00000101246,1258,1574,2024,2392,1452,2295,1860,1935
ENSG00000101247,355,1707,1208,2287,955,1555,1207,1087
ENSG00000101251,0,0,0,0,0,0,0,0
ENSG00000101255,106,178,194,169,118,189,230,187
ENSG00000101265,2026,2639,3849,3784,1660,4347,3794,3895
ENSG00000101266,1720,3161,3839,4303,2495,4399,3544,3731
ENSG00000101276,1,0,4,6,2,6,2,1
ENSG00000101278,3,0,1,1,0,0,0,0
ENSG00000101280,2,14,14,10,15,3,1,7
ENSG00000101282,1,5,1,3,6,2,4,1
ENSG00000101290,3045,5570,6262,8420,4625,6712,5791,5682
ENSG00000101292,0,0,0,0,0,0,0,0
ENSG00000101294,796,1989,2303,2465,1941,2607,2106,1991
ENSG00000101298,1545,1771,1782,1595,1122,2422,2205,2091
ENSG00000101306,1,1,0,0,0,0,0,0
ENSG00000101307,74,90,136,96,108,351,94,77
ENSG00000101310,886,1527,1865,1833,1136,2071,1511,1575
ENSG00000101311,0,1,0,0,2,1,0,0
ENSG00000101323,2,0,0,0,0,0,0,0
ENSG00000101327,0,0,0,0,0,0,0,0
ENSG00000101331,0,0,4,0,0,0,0,0
ENSG00000101333,5,5,7,17,13,15,10,9
ENSG00000101335,7,2,10,2,1,2,0,20
ENSG00000101336,7,2,0,15,7,3,2,1
ENSG00000101337,718,1419,1654,1982,1365,1978,1765,1702
ENSG00000101342,56,24,16,20,4,7,10,2
ENSG00000101343,1417,2855,3327,4595,2132,3519,3063,2931
ENSG00000101346,601,1347,1598,1665,828,1663,1661,1299
ENSG00000101347,10864,22680,28119,33255,18081,32139,26667,24140
ENSG00000101349,0,0,0,0,0,0,0,0
ENSG00000101350,670,1223,1384,1383,807,1509,1415,1315
ENSG00000101353,38,56,89,98,58,117,82,79
ENSG00000101361,2122,3809,4841,4780,2643,5187,4995,4043
ENSG00000101363,126,226,275,378,278,298,235,231
ENSG00000101365,1479,2610,3028,3438,1464,2999,2848,2543
ENSG00000101367,2755,3778,4109,4168,3046,4211,4009,3348
ENSG00000101384,14,13,75,43,24,43,9,10
ENSG00000101391,645,1874,2342,2407,1318,2131,2040,1997
ENSG00000101400,168,145,129,143,71,188,137,136
ENSG00000101405,3,2,2,6,0,2,0,7
ENSG00000101407,581,1532,1712,1771,1345,1693,1455,1255
ENSG00000101412,22,56,42,67,18,66,70,46
ENSG00000101413,676,1289,1372,1956,1789,1588,1274,1092
ENSG00000101417,326,530,607,753,390,601,689,553
ENSG00000101421,669,878,928,1221,693,1299,902,970
ENSG00000101425,0,0,0,0,0,0,0,0
ENSG00000101435,0,0,0,0,0,0,0,0
ENSG00000101438,0,0,0,1,0,0,0,0
ENSG00000101439,116,10,26,79,25,29,12,19
ENSG00000101440,5,0,0,0,0,0,0,0
ENSG00000101441,0,0,0,0,0,0,0,0
ENSG00000101442,394,874,1110,1116,650,1105,1161,922
ENSG00000101443,3,9,12,5,8,5,3,4
ENSG00000101444,676,1102,1062,1169,479,1231,1200,985
ENSG00000101445,1596,2321,2462,3338,1564,3169,2520,2644
ENSG00000101446,0,0,0,0,0,0,0,0
ENSG00000101447,34,78,92,90,58,74,101,32
ENSG00000101448,5,26,25,63,55,28,20,25
ENSG00000101452,565,1244,1417,1671,912,1358,1377,1080
ENSG00000101457,197,278,187,292,155,346,325,313
ENSG00000101460,39,26,30,15,8,24,15,21
ENSG00000101463,0,0,0,0,0,0,0,0
ENSG00000101464,157,463,591,597,525,574,486,456
ENSG00000101470,5,14,22,15,12,23,19,16
ENSG00000101473,399,854,951,1301,776,1115,809,913
ENSG00000101474,1159,1186,1406,1589,739,1793,1538,1406
ENSG00000101489,0,0,0,0,0,0,0,0
ENSG00000101493,760,817,1685,2003,1247,1690,1791,710
ENSG00000101542,16,17,14,70,9,47,45,10
ENSG00000101544,1212,2427,2514,3383,2315,2705,2382,2242
ENSG00000101546,304,593,818,813,388,831,734,645
ENSG00000101557,965,2350,2509,2979,3030,3008,2307,2157
ENSG00000101558,3311,8851,10500,12969,6997,9814,9026,7752
ENSG00000101574,713,1656,1900,2117,1424,1954,1656,1307
ENSG00000101577,6140,9120,11003,10798,4878,12351,12559,11128
ENSG00000101596,17321,57275,60259,76768,47172,55027,45373,45176
ENSG00000101605,132,338,454,762,621,699,715,413
ENSG00000101608,10351,12650,15188,16666,6139,15925,14991,14340
ENSG00000101624,209,479,624,619,365,529,582,450
ENSG00000101638,7,19,28,34,49,29,17,13
ENSG00000101639,3275,6611,7738,8255,5856,7519,6998,6076
ENSG00000101654,2135,5953,6535,7609,4096,6646,5416,5165
ENSG00000101665,287,403,518,476,291,423,375,386
ENSG00000101670,53,190,232,244,324,192,136,157
ENSG00000101680,22,43,40,69,62,36,37,25
ENSG00000101695,1766,4644,5533,6069,7020,6317,5043,4092
ENSG00000101745,9134,17508,20237,23193,17819,21160,18940,19562
ENSG00000101746,0,0,0,0,0,0,0,0
ENSG00000101751,865,2333,3130,3755,1627,2775,3306,2564
ENSG00000101752,2607,4284,6229,5590,3035,5365,4819,3737
ENSG00000101773,52,137,152,170,94,190,157,140
ENSG00000101782,1551,4052,4515,6332,3255,5050,3976,4014
ENSG00000101811,165,449,476,679,272,578,501,461
ENSG00000101812,1,3,6,13,16,10,9,3
ENSG00000101825,0,0,0,0,0,0,0,0
ENSG00000101842,902,1729,2069,2298,1268,2462,2166,1996
ENSG00000101843,512,715,740,888,388,792,657,613
ENSG00000101844,231,407,510,536,265,578,481,456
ENSG00000101846,52,86,147,125,169,114,135,128
ENSG00000101849,853,1318,1490,1745,2361,1808,1329,1188
ENSG00000101850,0,0,0,0,0,0,0,1
ENSG00000101856,429,456,611,795,323,655,563,504
ENSG00000101868,628,1281,1611,1618,1006,1266,1191,1250
ENSG00000101871,4,22,58,28,16,17,7,6
ENSG00000101882,742,1347,1762,1853,1318,1728,1349,1490
ENSG00000101883,3,9,4,13,9,13,8,14
ENSG00000101888,403,539,658,731,326,805,623,546
ENSG00000101890,0,0,0,0,0,0,0,0
ENSG00000101892,17,36,42,32,33,38,28,35
ENSG00000101898,31,127,135,136,122,146,118,110
ENSG00000101901,1402,3302,4580,4406,5639,3755,3681,3543
ENSG00000101911,813,1393,1376,1875,836,1766,1529,1289
ENSG00000101916,0,0,0,2,0,0,1,1
ENSG00000101928,208,327,461,388,222,476,417,283
ENSG00000101935,877,2461,2777,3143,1841,2590,2640,2230
ENSG00000101938,3,1,0,10,0,3,5,3
ENSG00000101940,768,791,944,1061,464,1180,1096,993
ENSG00000101945,241,306,300,394,198,414,334,340
ENSG00000101951,0,0,0,0,0,0,0,0
ENSG00000101955,4,6,103,2,1,0,0,0
ENSG00000101958,0,1,2,0,1,0,1,1
ENSG00000101966,1953,3661,4567,4875,2854,4649,4244,3480
ENSG00000101972,8527,15255,19134,22443,13032,19919,16005,15981
ENSG00000101974,1537,3632,4456,5422,3037,4290,3848,3455
ENSG00000101977,25,104,104,134,108,75,83,73
ENSG00000101981,0,0,0,0,0,0,0,0
ENSG00000101986,203,191,212,276,130,292,228,251
ENSG00000101997,528,596,837,838,394,1116,831,925
ENSG00000102001,32,94,128,164,95,115,91,98
ENSG00000102003,22,34,56,40,51,59,44,67
ENSG00000102007,760,996,1165,1589,398,1760,1340,1500
ENSG00000102010,0,7,160,10,0,0,0,0
ENSG00000102021,0,0,0,0,0,0,0,0
ENSG00000102024,1,24,178,23,5,3,2,3
ENSG00000102030,294,532,653,670,331,747,738,614
ENSG00000102032,229,270,321,408,191,324,351,336
ENSG00000102034,527,744,842,945,962,1385,1097,1031
ENSG00000102038,113,221,280,372,281,348,306,343
ENSG00000102043,204,399,535,515,524,445,430,411
ENSG00000102048,30,23,56,81,35,72,53,19
ENSG00000102053,143,289,350,461,514,299,498,299
ENSG00000102054,2072,4482,4419,5202,2771,4833,3873,4072
ENSG00000102055,28,0,8,0,6,0,14,2
ENSG00000102057,10,40,40,53,51,59,54,54
ENSG00000102076,0,0,0,0,0,0,0,0
ENSG00000102078,96,356,422,506,238,450,475,356
ENSG00000102081,1756,4804,5742,6074,4889,5308,4258,4283
ENSG00000102096,7614,9194,11366,11707,7010,14012,11978,12199
ENSG00000102098,80,131,194,196,115,183,143,109
ENSG00000102100,176,390,491,433,243,613,978,498
ENSG00000102103,1088,1140,1431,1576,711,1506,1462,1289
ENSG00000102104,0,0,0,0,0,0,0,0
ENSG00000102109,21,9,9,7,1,26,21,4
ENSG00000102119,272,721,827,914,474,982,1063,910
ENSG00000102125,806,1864,2240,2499,1142,2284,2166,2070
ENSG00000102128,7,10,14,15,32,12,8,13
ENSG00000102144,6417,9629,10778,14279,6131,12412,10502,10951
ENSG00000102145,1,0,2,1,1,2,0,6
ENSG00000102158,2368,3522,4013,5194,2455,4612,3794,3439
ENSG00000102172,573,700,909,1113,441,916,784,691
ENSG00000102174,118,21,59,46,31,70,30,15
ENSG00000102178,504,723,765,933,379,1063,1039,823
ENSG00000102181,331,786,768,946,662,1016,979,693
ENSG00000102189,2948,4781,5243,6731,4537,6276,5721,4387
ENSG00000102195,0,0,0,0,0,0,0,0
ENSG00000102218,281,540,606,680,381,766,596,502
ENSG00000102221,8,3,23,14,8,8,2,3
ENSG00000102225,402,1032,1247,1363,1097,1261,1347,1373
ENSG00000102226,734,1542,1643,2100,1459,2077,1839,1454
ENSG00000102230,9,5,11,14,11,3,6,22
ENSG00000102239,0,0,0,0,0,0,0,0
ENSG00000102241,1641,2659,3655,3586,1641,3988,3473,3338
ENSG00000102243,0,0,0,0,0,0,0,0
ENSG00000102245,676,552,744,1261,856,1321,856,1009
ENSG00000102265,181,361,354,406,194,407,376,325
ENSG00000102271,1,7,37,2,7,5,0,1
ENSG00000102287,0,2,8,1,2,1,1,1
ENSG00000102290,9,27,26,13,29,21,14,16
ENSG00000102302,15,0,5,7,1,3,3,0
ENSG00000102309,195,282,427,379,243,421,273,300
ENSG00000102312,167,290,243,399,180,397,337,273
ENSG00000102313,0,0,1,0,0,0,0,0
ENSG00000102316,1619,1827,2787,2992,1240,2597,2160,2458
ENSG00000102317,8106,13730,14853,18243,7743,17320,15079,13394
ENSG00000102349,41,61,113,160,267,122,93,164
ENSG00000102359,0,5,22,0,0,0,0,0
ENSG00000102362,12,15,45,19,30,12,9,12
ENSG00000102383,57,97,172,159,130,153,153,82
ENSG00000102384,26,48,69,60,63,62,50,53
ENSG00000102385,0,2,5,7,1,2,12,1
ENSG00000102387,1,2,1,5,1,0,3,0
ENSG00000102390,230,345,422,546,302,525,429,466
ENSG00000102393,101,232,218,285,124,232,354,216
ENSG00000102401,537,1335,1590,1792,1230,1777,1278,1395
ENSG00000102409,833,1598,1888,2515,920,2122,2094,1810
ENSG00000102445,74,0,1,16,2,4,5,3
ENSG00000102452,3,6,9,8,6,3,0,8
ENSG00000102466,0,0,9,3,3,2,0,1
ENSG00000102468,0,0,0,0,0,0,0,0
ENSG00000102471,276,339,605,423,176,474,389,353
ENSG00000102524,118,351,212,284,171,258,165,210
ENSG00000102531,2269,6635,7805,9412,6263,8259,6689,6158
ENSG00000102539,0,0,0,0,0,0,0,0
ENSG00000102543,179,371,598,436,266,577,393,364
ENSG00000102547,145,279,248,353,210,296,220,253
ENSG00000102554,68,181,166,267,173,153,168,80
ENSG00000102572,3041,5601,5883,8072,4765,7285,6528,5562
ENSG00000102575,428,551,556,752,347,689,642,639
ENSG00000102580,1720,2906,3170,3991,2063,4059,3114,2851
ENSG00000102595,21,73,124,108,69,65,72,65
ENSG00000102606,1332,4119,4943,5446,4130,5490,3741,4009
ENSG00000102678,50,93,190,152,61,133,118,136
ENSG00000102683,0,0,0,0,0,0,0,0
ENSG00000102699,2773,5200,6774,7623,5516,7487,5250,6001
ENSG00000102710,1565,3124,4284,4689,3209,4365,3764,3335
ENSG00000102738,606,1198,1723,1306,665,1408,1128,1205
ENSG00000102743,117,261,267,303,106,253,271,202
ENSG00000102753,827,1380,1593,1706,1621,1943,1498,1366
ENSG00000102755,40,95,329,266,166,246,186,165
ENSG00000102760,1107,2044,1475,2096,1052,2443,3509,2044
ENSG00000102763,1641,3475,4278,4884,3961,4353,3512,3133
ENSG00000102780,1349,2263,3597,2979,3156,2658,2487,2492
ENSG00000102781,213,329,492,824,371,350,397,300
ENSG00000102786,2927,5909,7446,8171,5072,7097,6443,6156
ENSG00000102794,0,0,0,0,0,0,0,0
ENSG00000102796,387,690,756,980,538,899,771,581
ENSG00000102802,1,2,13,0,2,2,2,1
ENSG00000102804,913,1385,1753,1936,1610,1958,1660,1607
ENSG00000102805,478,860,1063,1199,571,1132,974,818
ENSG00000102837,0,0,0,0,0,0,0,0
ENSG00000102854,4,2,3,4,7,7,9,9
ENSG00000102858,673,597,758,1002,931,1156,802,912
ENSG00000102870,290,537,663,824,417,739,693,571
ENSG00000102871,1045,771,1307,992,438,1119,1252,1161
ENSG00000102878,15,41,61,44,28,34,56,56
ENSG00000102879,8043,13902,15673,19398,7683,20629,17142,17484
ENSG00000102882,633,942,1121,1299,520,1330,1177,1195
ENSG00000102886,92,206,272,253,116,276,312,251
ENSG00000102890,145,121,159,181,92,199,208,185
ENSG00000102891,0,0,0,0,0,0,0,0
ENSG00000102893,1132,2611,3701,3752,3428,3792,2461,2724
ENSG00000102897,426,639,832,911,479,876,784,688
ENSG00000102898,447,1016,1052,1257,531,1226,1134,1039
ENSG00000102900,753,1804,2075,2328,1291,2120,1864,1928
ENSG00000102901,959,1879,2305,2755,1186,1735,2345,2242
ENSG00000102904,30,31,30,40,24,49,28,27
ENSG00000102908,1157,2470,2999,3333,4787,3538,2493,2673
ENSG00000102910,3343,10624,14039,12277,8550,12669,13374,11042
ENSG00000102921,1682,3368,3931,4662,3399,4419,3949,3248
ENSG00000102924,0,0,0,0,0,0,0,0
ENSG00000102931,1873,2332,2720,3273,1738,3202,2740,2308
ENSG00000102934,145,151,339,250,318,241,272,219
ENSG00000102935,1,0,10,1,0,1,0,1
ENSG00000102962,8,22,19,20,38,40,21,22
ENSG00000102967,306,541,712,670,328,720,598,588
ENSG00000102970,0,0,0,0,0,0,0,0
ENSG00000102974,1766,3768,4530,4969,2943,5189,4526,3547
ENSG00000102977,346,341,431,500,167,401,490,471
ENSG00000102978,1495,2566,2753,3951,1512,3144,3148,2557
ENSG00000102981,70,56,47,52,19,78,77,67
ENSG00000102984,119,93,164,213,132,153,162,174
ENSG00000102996,13,7,15,9,6,6,10,10
ENSG00000103005,160,319,355,397,334,373,332,300
ENSG00000103018,934,1432,1808,1862,1059,1826,1521,1549
ENSG00000103021,26,63,70,87,62,69,64,47
ENSG00000103023,0,0,0,0,0,0,0,0
ENSG00000103024,632,446,530,676,149,816,598,635
ENSG00000103034,20,8,43,26,32,36,43,17
ENSG00000103035,1534,2921,3459,4446,1825,3675,3334,3180
ENSG00000103037,388,1169,1420,1398,638,1523,1298,1181
ENSG00000103042,137,329,311,345,283,386,373,318
ENSG00000103043,554,1011,1202,1411,1438,1587,1181,1042
ENSG00000103044,38,85,105,122,132,92,116,78
ENSG00000103047,1460,2579,2915,3032,2371,3001,2673,2552
ENSG00000103051,1575,2461,3311,3116,1604,3051,2826,2867
ENSG00000103056,180,42,70,52,32,110,64,47
ENSG00000103061,1011,1645,2215,2860,1988,2459,2397,2413
ENSG00000103064,3735,11955,14548,17051,10115,16358,13326,11631
ENSG00000103066,127,247,341,433,307,281,321,223
ENSG00000103067,9,9,2,3,3,8,3,0
ENSG00000103089,1,0,0,5,1,5,1,1
ENSG00000103091,856,1853,2423,2601,2045,2548,2077,1975
ENSG00000103111,1011,1814,1965,2302,1546,2129,2093,1596
ENSG00000103121,382,1060,1043,1054,1150,1084,1122,761
ENSG00000103126,1553,1875,2187,2831,1234,3062,2619,2619
ENSG00000103145,94,109,102,119,70,181,138,107
ENSG00000103148,199,454,546,562,605,608,483,524
ENSG00000103150,469,1227,1243,1650,1620,1687,1090,1046
ENSG00000103152,396,304,306,466,156,542,413,465
ENSG00000103154,0,0,0,2,0,0,0,0
ENSG00000103160,422,1044,1373,1461,791,1339,1269,1153
ENSG00000103168,505,1072,1557,2112,1062,2000,1837,1263
ENSG00000103174,504,904,879,1192,554,1131,999,988
ENSG00000103175,18,57,62,62,88,65,57,54
ENSG00000103184,4,0,43,1,0,0,0,1
ENSG00000103187,1846,2347,2027,3034,1099,3547,2379,2982
ENSG00000103194,2080,4508,4779,5110,4337,5558,4747,5004
ENSG00000103196,77,79,126,75,66,130,231,130
ENSG00000103197,872,1765,2146,2619,1675,2655,2262,2372
ENSG00000103199,557,855,1006,1118,665,1204,981,1041
ENSG00000103200,0,1,0,0,0,0,2,1
ENSG00000103202,293,384,377,470,185,472,528,495
ENSG00000103222,2191,3646,4613,4436,4767,6354,3852,4184
ENSG00000103226,130,522,633,467,458,523,489,452
ENSG00000103227,357,558,582,792,731,880,674,681
ENSG00000103241,2,0,1,0,0,0,0,0
ENSG00000103245,396,484,875,818,386,743,742,657
ENSG00000103248,238,749,1010,1014,514,985,804,752
ENSG00000103249,805,1194,1306,1355,900,1840,1460,1564
ENSG00000103253,39,40,81,27,19,109,102,76
ENSG00000103254,134,49,80,45,20,110,97,74
ENSG00000103257,185,231,179,307,154,251,195,197
ENSG00000103260,54,38,55,25,21,50,94,24
ENSG00000103264,795,1206,1354,1480,924,1540,1447,1271
ENSG00000103266,1059,863,1061,1347,460,1439,1230,1193
ENSG00000103269,41,29,26,59,21,52,14,23
ENSG00000103274,279,570,682,750,469,652,692,587
ENSG00000103275,1479,3040,3557,4172,2422,4218,3307,3308
ENSG00000103310,3,12,8,15,14,13,5,9
ENSG00000103313,33,136,139,154,203,108,75,79
ENSG00000103316,14,0,0,0,0,0,0,0
ENSG00000103319,516,1002,1580,1491,1165,1435,1425,1220
ENSG00000103326,1191,709,893,999,519,1280,1047,1513
ENSG00000103335,1842,1972,3419,3088,1984,4448,3738,3681
ENSG00000103342,3357,6734,6822,7891,5743,7657,6484,6019
ENSG00000103343,211,324,359,500,304,541,408,390
ENSG00000103351,886,1356,1807,1796,1359,2257,1398,1652
ENSG00000103353,624,1514,1859,2238,1422,1931,1695,1460
ENSG00000103355,0,0,1,0,0,0,2,0
ENSG00000103356,301,674,1045,1081,755,1123,995,850
ENSG00000103363,1034,1179,1203,1509,566,1485,1359,1277
ENSG00000103365,1689,3861,4759,5526,3281,4949,4426,4202
ENSG00000103375,1,9,6,13,15,3,10,12
ENSG00000103381,148,213,293,350,241,318,189,210
ENSG00000103404,134,370,565,494,415,445,452,359
ENSG00000103415,1375,1436,1880,2133,1091,2184,1970,1802
ENSG00000103423,1243,1925,2279,2273,1162,2489,2379,2181
ENSG00000103426,3,3,0,1,0,2,0,0
ENSG00000103429,1033,1754,2146,2389,1280,2403,2135,1933
ENSG00000103449,0,0,0,0,0,0,0,0
ENSG00000103460,0,0,0,0,0,0,0,0
ENSG00000103472,158,794,653,679,547,804,538,425
ENSG00000103479,12422,24661,51434,45970,25942,55015,36262,33418
ENSG00000103485,22,37,26,41,35,35,22,36
ENSG00000103489,1271,2615,3022,3602,2782,3231,2948,2876
ENSG00000103490,262,189,165,204,86,234,181,194
ENSG00000103494,144,508,723,651,475,750,556,637
ENSG00000103495,1804,2478,2840,3883,1651,3934,3521,3183
ENSG00000103496,454,750,1160,1133,686,1379,1024,1293
ENSG00000103502,852,1140,1340,1736,652,1711,1430,1320
ENSG00000103507,97,156,240,225,114,245,222,232
ENSG00000103510,1588,2832,3001,3296,1783,3222,3177,2938
ENSG00000103512,291,613,721,867,509,850,766,686
ENSG00000103522,1375,1975,3015,2267,1440,2614,3046,2174
ENSG00000103528,19,43,42,45,54,41,31,22
ENSG00000103534,2,8,5,6,21,11,8,9
ENSG00000103540,654,1152,1623,1699,1115,1889,1507,1315
ENSG00000103544,870,2090,2320,2540,1800,2518,2110,1928
